injury_notes,last_name,birth_date,oddsjam_id,fantasy_data_id,birth_state,gsis_id,first_name,active,injury_start_date,rotoworld_id,number,injury_body_part,search_first_name,metadata,competitions,age,birth_country,weight,status,hashtag,height,rotowire_id,years_exp,search_full_name,sport,practice_participation,search_rank,birth_city,player_id,news_updated,high_school,pandascore_id,swish_id,stats_id,yahoo_id,position,full_name,team,injury_status,college,espn_id,depth_chart_order,practice_description,search_last_name,team_abbr,depth_chart_position,sportradar_id,team_changed_at,fantasy_positions,opta_id
,Gray,1993-09-15,,19341.0,,,Alex,True,,,0.0,,alex,{'channel_id': '1116852972412731392'},[],28.0,,225,Active,#alexgray-NFL-FA-0,75,,5.0,alexgray,nfl,,9999999.0,,4473,,Peachtree Ridge (GA),,,,30474.0,FS,Alex Gray,,,Appalachian State,2973659.0,,,gray,,,d149dad5-b0b6-45fe-be2b-68479b1295d1,,['DB'],
,Anyalebechi,2000-09-15,,,,,Kelechi,True,,,54.0,,kelechi,{'channel_id': '1116852656258678784'},[],22.0,,240,Active,#kelechianyalebechi-NFL-FA-54,72,17469.0,1.0,kelechianyalebechi,nfl,,9999999.0,,11143,,Shadow Creek (TX),,1121999.0,,,LB,Kelechi Anyalebechi,,,Incarnate Word,,,,anyalebechi,,,505878c0-e84b-11ed-a535-5d75c0812cf9,,['LB'],
,Hal,1992-05-30,,16203.0,,00-0031087,Andre,False,,9628.0,29.0,,andre,,[],29.0,,195,Inactive,#andrehal-NFL-FA-29,70,9676.0,8.0,andrehal,nfl,,9999999.0,,1952,1554248138033.0,Port Allen (LA),,,555644.0,27744.0,FS,Andre Hal,,,Vanderbilt,17467.0,,,hal,,,513caa63-d30d-4cde-b605-8cf825a4ef27,,['DB'],
,Ertz,1990-11-10,F0CCDCCFD735,14856.0,,00-0030061,Zach,True,,8409.0,86.0,,zach,"{'channel_id': '1113708700247289856', 'rookie_year': '2013'}",[],34.0,,250,Active,#zachertz-NFL-WAS-86,77,8781.0,12.0,zachertz,nfl,,151.0,,1339,1755964539498.0,Monte Vista (CA),,503177.0,503177.0,26658.0,TE,Zach Ertz,WAS,,Stanford,15835.0,1.0,,ertz,,TE,de3421f7-2147-4835-89a5-724e87bad463,,['TE'],
,Lloyd,1998-09-30,6DC19EA2875B,,,,Devin,True,,,0.0,,devin,"{'channel_id': '1113708891553689600', 'rookie_year': '2022'}",[],26.0,,235,Active,#devinlloyd-NFL-JAX-0,75,16006.0,3.0,devinlloyd,nfl,,305.0,,8329,1746044433481.0,Otay Ranch (CA),,1052311.0,,,LB,Devin Lloyd,JAX,,Utah,,1.0,,lloyd,,LOLB,95490459-68e2-4c72-bb60-eae1aab0ecb3,,['LB'],
,Robertson,1988-02-11,,14711.0,,00-0028834,Craig,True,,,52.0,,craig,{'channel_id': '1116852728039997440'},[],33.0,,234,Inactive,#craigrobertson-NFL-FA-52,73,8531.0,10.0,craigrobertson,nfl,,696.0,,1272,1578539449382.0,Stafford (TX),,,,25689.0,LB,Craig Robertson,,,North Texas,14860.0,,,robertson,,,e699246f-a474-4f91-a164-49b1d80bdad7,,['LB'],
,Willis,1995-05-02,,20082.0,,00-0034493,Corey,True,,,83.0,,corey,{'channel_id': '1116853062963560448'},[],26.0,,172,Active,#coreywillis-NFL-FA-83,70,13224.0,4.0,coreywillis,nfl,,9999999.0,,5155,,Holland,,,729691.0,31327.0,WR,Corey Willis,,,Central Michigan,3044711.0,,,willis,,,89751c60-6b8c-43ff-a7fa-edf7ffb2a699,,['WR'],
,Hodges,1995-08-08,,19030.0,,00-0033966,Bucky,True,,12275.0,0.0,,bucky,{'channel_id': '1116852934106152960'},[],26.0,,245,Active,#buckyhodges-NFL-FA-0,78,11694.0,5.0,buckyhodges,nfl,,9999999.0,,4184,1573600255184.0,Virginia Beach Salem (VA),,,742420.0,30314.0,TE,Bucky Hodges,,,Virginia Tech,3045466.0,,,hodges,,,aad59ab5-1450-465d-96a6-fb10a9fca368,,['TE'],
,Meeks,1989-11-08,,14869.0,,,Jonathan,False,,,36.0,,jonathan,,[],30.0,,209,Inactive,#jonathanmeeks-NFL-FA-36,"6'0""",8946.0,7.0,jonathanmeeks,nfl,,9999999.0,,1350,,Rock Hill (SC),,,,26766.0,SS,Jonathan Meeks,,,Clemson,15956.0,,,meeks,,,c3028465-9dce-4e8f-9f1b-2da73bce2d14,,['DB'],
,Whelan,1999-02-10,A68AE15B4CBC,,,,Daniel,True,,,19.0,,daniel,"{'channel_id': '1113708801661366272', 'rookie_year': '2022'}",[],26.0,,216,Active,#danielwhelan-NFL-GB-19,77,,3.0,danielwhelan,nfl,,9999999.0,,8674,,Rancho Mirage (CA),,,,,P,Daniel Whelan,GB,,UC Davis,,,,whelan,,P,cd141ff0-cc9e-11ec-952e-a10f2c98fc4d,,['P'],
,Williams,1999-01-14,,,,,Malik,True,,,0.0,,malik,"{'channel_id': '1116853527453368320', 'years_exp_shift': '1'}",[],24.0,,185,Active,#malikwilliams-NFL-FA-0,70,16502.0,1.0,malikwilliams,nfl,,9999999.0,,8770,1654274742041.0,Chester Senior (SC),,975350.0,,,WR,Malik Williams,,,Appalachian State,,,,williams,,,2b686e80-d2e9-11ec-96a0-c3471a31202c,,['WR'],
,Tate,1988-08-21,,13557.0,,,Ben,False,,,44.0,,ben,,[],29.0,,220,Inactive,#bentate-NFL-FA-44,"5'11""",,5.0,bentate,nfl,,9999999.0,,1004,,,,,,,RB,Ben Tate,,,Auburn,13210.0,,,tate,,,c8e9990a-9d89-411c-9d99-c0afa7eaef8c,,['RB'],
,Feeney,1994-05-29,294EE4B651CB,18968.0,,00-0033910,Dan,True,,12257.0,60.0,,dan,"{'channel_id': '1113708710816935936', 'rookie_year': '2017'}",[],31.0,,310,Active,#danfeeney-NFL-BUF-60,76,11793.0,8.0,danfeeney,nfl,,9999999.0,,4122,1754324415159.0,Sandburg (IL),,696087.0,,30184.0,OL,Dan Feeney,BUF,,Indiana,2979482.0,,,feeney,,,92c2dfb2-6929-4192-94cb-9ae6845dd2f6,,['OL'],
,Bivens,,,,,,Quentin,True,,,,,quentin,"{'channel_id': '1116852720624467968', 'rookie_year': '2024'}",[],,,305,Active,#quentinbivens-NFL-FA,75,,1.0,quentinbivens,nfl,,9999999.0,,12307,,Waynesboro (MS),,,,,DL,Quentin Bivens,,,Southern Miss,,,,bivens,,,b9310a70-0c84-11ef-97b7-4f39e5bd6f80,,['DL'],
,Stinson,1990-02-15,,16655.0,,,Ed,False,,,97.0,,ed,,[],30.0,,287,Inactive,#edstinson-NFL-FA-97,"6'3""",9413.0,6.0,edstinson,nfl,,9999999.0,,2250,1510615801895.0,South Dade (FL),,,508668.0,27688.0,DT,Ed Stinson,,,Alabama,16840.0,,,stinson,,,c406f27e-0bd9-4ac9-b18b-07cd74bfdd32,,['DL'],
,Thomas,1996-03-11,98F744C38BC4,20217.0,,00-0034488,Tavierre,True,,,37.0,,tavierre,"{'channel_id': '1113708726755291136', 'rookie_year': '2018'}",[],29.0,,205,Active,#tavierrethomas-NFL-MIN-37,70,13219.0,7.0,tavierrethomas,nfl,,9999999.0,,5519,1741824316066.0,Allen Academy (MI),,1115407.0,,31321.0,DB,Tavierre Thomas,MIN,,Ferris State,4334405.0,2.0,,thomas,,NB,0a63f97d-9cc2-44d0-b65a-ac2e78db73f9,,['DB'],
,Russell,1998-08-31,AFDD0190F5C7,,,,Brady,True,,,38.0,,brady,"{'channel_id': '1113708724658139136', 'rookie_year': '2023'}",[],26.0,,250,Active,#bradyrussell-NFL-SEA-38,75,17235.0,2.0,bradyrussell,nfl,,317.0,,11280,1745476234876.0,Fossil Ridge (CO),,1064955.0,,,TE,Brady Russell,SEA,,Colorado,,6.0,,russell,,RB,c3c08060-eb74-11ed-aecd-85bc826ed43e,,['TE'],
,Queiro,1994-12-18,,20205.0,,00-0034566,Kyle,True,,,0.0,,kyle,{'channel_id': '1116853142437232640'},[],27.0,,230,Active,#kylequeiro-NFL-FA-0,74,13254.0,4.0,kylequeiro,nfl,,9999999.0,,5676,,Bergen Catholic,,,,31292.0,ILB,Kyle Queiro,,,Northwestern,3045249.0,,,queiro,,,3422e0da-2496-4e8c-b716-599b5782a567,,"['DB', 'LB']",
,Benson,2002-07-23,CE0DD0AD4D9A,,,,Trey,True,,,33.0,,trey,"{'channel_id': '1113708844208386048', 'rookie_year': '2024'}",[],23.0,,220,Active,#treybenson-NFL-ARI-33,72,17767.0,1.0,treybenson,nfl,,148.0,,11589,1755577835722.0,St. Joseph Catholic (MS),,1248031.0,,,RB,Trey Benson,ARI,,Florida State,,2.0,,benson,,RB,0c1253f2-1822-445d-8590-fea6fd32703f,,['RB'],
,Butler,,,19737.0,,,Rodney,True,,,46.0,,rodney,{'channel_id': '1116853029388156928'},[],,,240,Active,#rodneybutler-NFL-FA-46,73,12377.0,5.0,rodneybutler,nfl,,9999999.0,,4834,,Palm Springs,,,,30944.0,LB,Rodney Butler,,,New Mexico State,3053997.0,,,butler,,,c1e6281e-8f7c-4fe1-a1a5-b281a4fefaf9,,['LB'],
,Suggs,1982-10-11,,7383.0,,00-0022161,Terrell,True,,2237.0,94.0,,terrell,{'channel_id': '1116852826425786368'},[],39.0,,265,Active,#terrellsuggs-NFL-FA-94,75,3001.0,19.0,terrellsuggs,nfl,,9999999.0,,296,1582317335434.0,Hamilton (AZ),,,,6346.0,LB,Terrell Suggs,,,Arizona State,4468.0,,,suggs,,,acc3b2c7-d229-41c6-bee6-0cc0c5c0cf29,,"['DL', 'LB']",
,McNamee,1999-11-10,,,,,Mark,True,,,41.0,,mark,"{'channel_id': '1253489672189902848', 'rookie_year': '2025'}",[],25.0,,208,Active,#markmcnamee-NFL-GB-41,76,19205.0,0.0,markmcnamee,nfl,,679.0,,13237,1756264522322.0,,,,,,K,Mark McNamee,GB,,,,,,mcnamee,,,65a10c30-673b-11f0-bdfd-91543468d8c2,,['K'],
,Harry,1997-12-17,22416DD64B73,20792.0,, 00-0035624,N'Keal,True,,14055.0,84.0,,nkeal,"{'channel_id': '1113708707998363648', 'rookie_year': '2019'}",[],26.0,,228,Active,#nkealharry-NFL-FA-84,75,13425.0,5.0,nkealharry,nfl,,665.0,,5878,1733257527730.0,Chandler (AZ),,910431.0,910431.0,31864.0,TE,N'Keal Harry,,,Arizona State,4047839.0,,,harry,,,3e6e15ce-1c81-408e-9a94-b0a2924d0b8c,,['TE'],
,Invalid,,,,,,Player,False,,,,,player,,[],,,,Inactive,#playerinvalid-NFL-FA,,,0.0,playerinvalid,nfl,,,,8257,,,,,,,QB,Player Invalid,,,,,,,invalid,,,,,['QB'],
,Brown-Dukes,1992-04-29,,18632.0,,,Brandon,True,,,38.0,,brandon,{'channel_id': '1116852908848054272'},[],29.0,,200,Active,#brandonbrowndukes-NFL-FA-38,68,11542.0,6.0,brandonbrowndukes,nfl,,9999999.0,,3816,,,,,915350.0,29903.0,RB,Brandon Brown-Dukes,,,Mercyhurst,4012719.0,,,browndukes,,,5a1b445b-2a7b-483e-8a3e-b42c4d76e383,,['RB'],
,Holiday,2001-12-16,E86F7DB1741AAA81,,,,Jimmy,True,,,82.0,,jimmy,"{'channel_id': '1225610954587242496', 'rookie_year': '2025'}",[],23.0,,211,Active,#jimmyholiday-NFL-FA-82,73,19007.0,0.0,jimmyholiday,nfl,,685.0,,13173,1756268422321.0,Madison Central (MS),,,,,WR,Jimmy Holiday,,,Louisiana Tech,,,,holiday,,,b60ec2f0-2ac5-11f0-b8db-bf17bad874d7,,['WR'],
,Danna,1997-12-04,6BE925261591,22095.0,,,Mike,True,,,51.0,,mike,"{'channel_id': '1113708750683795456', 'rookie_year': '2020'}",[],27.0,,257,Active,#mikedanna-NFL-KC-51,74,14823.0,5.0,mikedanna,nfl,,9999999.0,,6958,1739494212473.0,Warren De La Salle (MI),,865782.0,,32847.0,DE,Mike Danna,KC,,Michigan,3915487.0,1.0,,danna,,RDE,9e9d2934-a273-4e39-a413-d991d083297b,,['DL'],
,Reader,1994-07-01,73AD6B74C96B,18083.0,,00-0032424,DJ,True,,11459.0,98.0,,dj,"{'channel_id': '1113708811476037633', 'rookie_year': '2016'}",[],31.0,,330,Active,#djreader-NFL-DET-98,75,11114.0,9.0,djreader,nfl,,9999999.0,,3322,1738213852730.0,Grimsley (NC),,653110.0,,29400.0,DT,DJ Reader,DET,,Clemson,2977670.0,1.0,,reader,,LDT,42bb4895-bdfb-40e2-8119-f5b06611bf1b,,['DL'],
,Morris,2000-10-10,1966684316B8,,,,Wanya,True,,,64.0,,wanya,"{'channel_id': '1113708751673651200', 'rookie_year': '2023'}",[],24.0,,307,Active,#wanyamorris-NFL-KC-64,78,16969.0,2.0,wanyamorris,nfl,,9999999.0,,10922,1731537347938.0,Grayson (GA),,1161814.0,,,OL,Wanya Morris,KC,,Oklahoma,,,,morris,,OL,b8192dc2-d5a9-4ff6-a0f3-eeb9fc6d9aa6,,['OL'],
,DiNucci,1996-11-24,9E0E5B71D3D4,22146.0,,,Ben,True,,,16.0,,ben,"{'channel_id': '1116853337195544576', 'rookie_year': '2020'}",[],28.0,,222,Active,#bendinucci-NFL-FA-16,74,14832.0,5.0,bendinucci,nfl,,661.0,,7143,1755999343888.0,Pine-Richland (PA),,879277.0,,32901.0,QB,Ben DiNucci,,,James Madison,3895785.0,,,dinucci,,,c744ade6-bce2-4c71-8f1b-742cb183c8eb,,['QB'],
,Benton,1994-12-10,,20280.0,,,Al-Rasheed,True,,,0.0,,alrasheed,{'channel_id': '1116853145574572032'},[],27.0,,238,Active,#alrasheedbenton-NFL-FA-0,73,13192.0,4.0,alrasheedbenton,nfl,,9999999.0,,5690,,Shabazz,,,,31629.0,ILB,Al-Rasheed Benton,,,West Virginia,3052687.0,,,benton,,,69296b92-561f-4b57-b1db-c97f1431b0e8,,['LB'],
,Joseph,2000-11-14,AE580C62FEE9,,,,Kerby,True,,,31.0,,kerby,"{'channel_id': '1113708810746228736', 'rookie_year': '2022'}",[],24.0,,200,Active,#kerbyjoseph-NFL-DET-31,72,16071.0,3.0,kerbyjoseph,nfl,,244.0,,8348,1745452233189.0,Jones (FL),,1122561.0,,,DB,Kerby Joseph,DET,,Illinois,,1.0,,joseph,,FS,2e49dfd3-44e3-4554-a81c-de2f53460cc7,,['DB'],
,Kouandjio,1993-07-21,,15999.0,,00-0031335,Cyrus,False,,9395.0,79.0,,cyrus,,[],28.0,,322,Inactive,#cyruskouandjio-NFL-FA-79,79,9287.0,8.0,cyruskouandjio,nfl,,9999999.0,,1814,1543953654729.0,DeMatha Catholic (MD),,,,27572.0,T,Cyrus Kouandjio,,,Alabama,16796.0,,,kouandjio,,,4c12aa37-07aa-46c9-9890-a5ba23f693fa,,['OL'],
,Edwards,1992-04-27,,18151.0,,00-0032449,Lachlan,True,,,10.0,,lachlan,{'channel_id': '1116852857463635968'},[],30.0,,210,Active,#lachlanedwards-NFL-FA-10,76,11027.0,6.0,lachlanedwards,nfl,,9999999.0,,3390,1636416932373.0,Mornington (VIC),,751951.0,,29469.0,P,Lachlan Edwards,,,Sam Houston State,3061740.0,,,edwards,,,d57ef862-8cb9-4f27-a294-f86eb26b6cce,,['P'],
,Upshaw,1999-08-13,,,,,Taylor,True,,,,,taylor,"{'channel_id': '1113708887665569792', 'rookie_year': '2024'}",[],25.0,,270,Active,#taylorupshaw-NFL-FA,77,,1.0,taylorupshaw,nfl,,9999999.0,,12022,,Braden River (FL),,,,,DE,Taylor Upshaw,,,Arizona,,,,upshaw,,,f9e39770-0713-11ef-ab94-6d038587d458,,['DL'],
,Simon,1990-10-14,,14904.0,,00-0030442,John,True,,8547.0,96.0,,john,"{'channel_id': '1116852734562140160', 'injury_override_regular_2020_5': 'COV'}",[],31.0,,260,Active,#johnsimon-NFL-FA-96,74,8711.0,9.0,johnsimon,nfl,,9999999.0,,1381,1637709643326.0,Cardinal Mooney (OH),,509112.0,,26752.0,LB,John Simon,,,Ohio State,16010.0,,,simon,,,25a4ae85-e94b-4db1-b939-4c96f24ead11,,"['DL', 'LB']",
,Bobo,1998-08-04,29722AF545D1,,,,Jake,True,,,19.0,Concussion,jake,"{'channel_id': '1113708723286601728', 'rookie_year': '2023'}",[],27.0,,207,Active,#jakebobo-NFL-SEA-19,76,17040.0,2.0,jakebobo,nfl,,495.0,,10867,1756198505937.0,Belmont Hill School (MA),,1121050.0,,,WR,Jake Bobo,SEA,Questionable,UCLA,,4.0,,bobo,,LWR,7d80dd50-e9f5-11ed-9c34-3f26f2e7ed88,,['WR'],
,Likely,2000-04-18,52ED3346AB9C,,,,Isaiah,True,,,80.0,Foot,isaiah,"{'channel_id': '1113708873170055168', 'rookie_year': '2022'}",[],25.0,,245,Active,#isaiahlikely-NFL-BAL-80,76,16033.0,3.0,isaiahlikely,nfl,,153.0,,8131,1756312525650.0,Everett (MA),,1125111.0,,,TE,Isaiah Likely,BAL,Questionable,Coastal Carolina,,2.0,,likely,,TE,f9279edb-cfa7-4f7d-91df-b81cbf3e133e,,['TE'],
,Weatherford,1982-12-17,,9814.0,,,Steve,False,,,3.0,,steve,,[],37.0,,210,Inactive,#steveweatherford-NFL-FA-3,"6'2""",,14.0,steveweatherford,nfl,,9999999.0,,484,,North Vigo (IN),,,,8050.0,P,Steve Weatherford,,,Illinois,10127.0,,,weatherford,,,2d7263cd-2437-46a8-bca6-a224576e3063,,['P'],
,Gervase,1995-09-18,,21588.0,, 00-0035609,Jake,True,,,54.0,,jake,{'channel_id': '1116853293184712704'},[],27.0,,212,Active,#jakegervase-NFL-FA-54,73,14310.0,4.0,jakegervase,nfl,,9999999.0,,6687,1678931732408.0,Assumption (IA),,861676.0,,32603.0,LB,Jake Gervase,,,Iowa,3144988.0,,,gervase,,,e22127ac-1bc7-4f68-bc34-6e20f82a4c24,,['LB'],
,Best,1989-01-30,,11373.0,,,Jahvid,False,,5630.0,44.0,,jahvid,,[],29.0,,199,Inactive,#jahvidbest-NFL-FA-44,"5'10""",,3.0,jahvidbest,nfl,,9999999.0,,592,,,,,,,RB,Jahvid Best,,,California,,,,best,,,,,['RB'],
,Mahomes,1995-09-17,B671C99CB711,18890.0,,00-0033873,Patrick,True,,12142.0,15.0,,patrick,"{'channel_id': '1113708747563233280', 'rookie_year': '2017'}",[],29.0,,225,Active,#patrickmahomes-NFL-KC-15,74,11839.0,8.0,patrickmahomes,nfl,,27.0,,4046,1755937835960.0,Whitehouse (TX),,839031.0,839031.0,30123.0,QB,Patrick Mahomes,KC,,Texas Tech,3139477.0,1.0,,mahomes,,QB,11cad59d-90dd-449c-a839-dddaba4fe16c,,['QB'],
,Cardinals,,,,,,Arizona,True,,,,,,,,,,,,,,,,,nfl,,,,ARI,,,,,,,DEF,,ARI,,,,,,,,,,,['DEF'],
,Rourke,1998-05-24,7C77E9E6FA41,,,,Nathan,True,,,16.0,,nathan,"{'channel_id': '1113708673546350592', 'rookie_year': '2023'}",[],26.0,,210,Active,#nathanrourke-NFL-FA-16,73,14646.0,1.0,nathanrourke,nfl,,324.0,,8938,1723408540508.0,Edgewood Academy (AL),,1049888.0,,,QB,Nathan Rourke,,,Ohio,,,,rourke,,,0c335820-9505-11ed-b971-3962699b1229,,['QB'],
,Caputo,1992-10-26,,18195.0,,,Michael,True,,,27.0,,michael,"{'channel_id': '1202954213294866432', 'rookie_year': '2016'}",[],32.0,,206,Active,#michaelcaputo-NFL-FA-27,73,11664.0,9.0,michaelcaputo,nfl,,9999999.0,,3431,,West Allegheny,,,,29839.0,OLB,Michael Caputo,,,Wisconsin,2576428.0,,,caputo,,,d4112c0c-0d35-4e66-953c-ced7d94ed56e,,['LB'],
,Robinson,1994-09-21,4EF590933FAA,18047.0,,00-0032775,Demarcus,True,,11438.0,5.0,Suspension,demarcus,"{'channel_id': '1113708702830981120', 'rookie_year': '2016'}",[],30.0,,202,Active,#demarcusrobinson-NFL-SF-5,73,11163.0,9.0,demarcusrobinson,nfl,,310.0,,3286,1756024844391.0,Peach County (GA),,727279.0,727279.0,29360.0,WR,Demarcus Robinson,SF,Sus,Florida,3043116.0,6.0,,robinson,,LWR,46b16198-116f-4913-85db-2bc21462bd66,,['WR'],
,Cooper,1993-04-30,,18091.0,,,Fahn,True,,,64.0,,fahn,{'channel_id': '1116852850937298944'},[],28.0,,306,Active,#fahncooper-NFL-FA-64,77,10979.0,6.0,fahncooper,nfl,,9999999.0,,3330,,Crystal Lake South (IL),,,,29408.0,OT,Fahn Cooper,,,Mississippi,2574339.0,,,cooper,,,16cbc76a-3cdb-496e-95dd-6d0098808800,,['OL'],
,McCollum,1999-05-03,1A21DEB3E8B9,,,,Tristin,True,,,36.0,,tristin,"{'channel_id': '1113708714067521536', 'rookie_year': '2022'}",[],26.0,,195,Active,#tristinmccollum-NFL-PHI-36,75,16545.0,3.0,tristinmccollum,nfl,,9999999.0,,8542,1756095652664.0,Ball (TX),,1057771.0,,,DB,Tristin McCollum,PHI,,Sam Houston,,,,mccollum,,,151a3910-c966-11ec-9af6-61153bad5574,,['DB'],
,Panasiuk,1999-06-14,,,,,Jacub,True,,,0.0,,jacub,"{'channel_id': '1116853502501453824', 'years_exp_shift': '1'}",[],23.0,,255,Active,#jacubpanasiuk-NFL-FA-0,76,16361.0,1.0,jacubpanasiuk,nfl,,9999999.0,,8590,,Lake Park West (IL),,1057469.0,,,DE,Jacub Panasiuk,,,Michigan State,,,,panasiuk,,,2e967c70-ca63-11ec-bdda-4fe5bed84950,,['DL'],
,Felton,1998-07-16,CB8627C732E8,,,,Demetric,True,,,25.0,,demetric,"{'channel_id': '1116853409190772736', 'rookie_year': '2021'}",[],27.0,,190,Active,#demetricfelton-NFL-FA-25,69,15266.0,4.0,demetricfelton,nfl,,659.0,,7609,1756234209142.0,Great Oak (CA),,914812.0,,,RB,Demetric Felton,,,UCLA,,,,felton,,,0752f1c9-fc3e-44bc-b6ad-03f8f7f4191c,,['RB'],
,Boggs,1987-02-20,,15749.0,,,Taylor,False,,,57.0,,taylor,,[],33.0,,302,Inactive,#taylorboggs-NFL-FA-57,"6'3""",9009.0,9.0,taylorboggs,nfl,,9999999.0,,1748,,Upland (CA),,,,25437.0,G,Taylor Boggs,,,Humboldt State,14725.0,,,boggs,,,dbdd3f14-29a4-4060-a04e-2af906eaab8b,,['OL'],
,Contressa,,,,,,Augie,True,,,37.0,,augie,"{'channel_id': '1116853442225111040', 'rookie_year': '2021'}",[],,,210,Active,#augiecontressa-NFL-TB-37,72,15718.0,1.0,augiecontressa,nfl,,,,7959,,Commack (NY),,,,,DB,Augie Contressa,TB,,Stony Brook,,,,contressa,,,01e8d2da-0d00-4016-aa36-0a9f9415b224,,['DB'],
,Gamble,1994-02-02,,19297.0,,,Patrick,True,,,0.0,,patrick,{'channel_id': '1116852966695895040'},[],27.0,,277,Active,#patrickgamble-NFL-FA-0,77,12236.0,5.0,patrickgamble,nfl,,9999999.0,,4436,,Central Carroll (GA),,,,30572.0,DE,Patrick Gamble,,,Georgia Tech,2971497.0,,,gamble,,,2a578fcd-2caf-49ba-8306-88b3ec5a4c7c,,['DL'],
,Williams,2001-01-29,8AD751AD7370,,,,Isaiah,True,,,18.0,,isaiah,"{'channel_id': '1113708810544902144', 'rookie_year': '2024'}",[],24.0,,185,Active,#isaiahwilliams-NFL-CIN-18,70,17977.0,1.0,isaiahwilliams,nfl,,611.0,,11608,1756320926510.0,Trinity (MO),,1176432.0,,,WR,Isaiah Williams,CIN,,Illinois,,,,williams,,,2ddb2f40-07bc-11ef-82d9-5f86367458d3,,['WR'],
,Dennis,1997-02-11,,22165.0,,,Jackson,True,,,0.0,,jackson,{'channel_id': '1116853341419208704'},[],24.0,,308,Active,#jacksondennis-NFL-FA-0,79,15099.0,2.0,jacksondennis,nfl,,9999999.0,,7164,,Jesuit (FL),,,,33075.0,OL,Jackson Dennis,,,Holy Cross,,,,dennis,,,bf1b2d30-a06c-4d29-8119-cce826360ed7,,['OL'],
,Jervis,,2A30A6033D7E,,,,Oliver,True,,,,,oliver,"{'channel_id': '1116852719349399552', 'rookie_year': '2024'}",[],,,305,Active,#oliverjervis-NFL-FA,77,,1.0,oliverjervis,nfl,,9999999.0,,12279,,Pennridge (PA),,1122100.0,,,OL,Oliver Jervis,,,Colorado State,,,,jervis,,,2e8924c0-0be9-11ef-b7e4-7dcac9233ca4,,['OL'],
,Gurley,1994-08-03,,16771.0,,00-0032241,Todd,True,,10288.0,21.0,,todd,{'channel_id': '1116852792389009408'},[],27.0,,224,Active,#toddgurley-NFL-FA-21,73,10147.0,7.0,toddgurley,nfl,,27.0,,2315,1630347335122.0,Tarboro (NC),,,694641.0,28398.0,RB,Todd Gurley,,,Georgia,2977644.0,,,gurley,,,14263792-d1d3-4b0c-85f7-2a85b4aed6f1,,['RB'],
,Gentry,1994-12-18,,19431.0,,00-0033633,Tanner,True,,12470.0,87.0,,tanner,{'channel_id': '1116852985717063680'},[],28.0,,209,Active,#tannergentry-NFL-FA-87,74,12353.0,6.0,tannergentry,nfl,,9999999.0,,4551,1673987122360.0,Grandview (CO),,728964.0,728964.0,30720.0,WR,Tanner Gentry,,,Wyoming,3043841.0,,,gentry,,,47520723-6d02-4c3b-b786-a7dfcea15efc,,['WR'],
,Sanders,2002-02-07,267CBB90CAC44C1E,,,,Shedeur,True,,,12.0,,shedeur,"{'channel_id': '1221956911184748545', 'rookie_year': '2025', 'source_id': 'fb6e8603-08da-40e5-9757-c0343e44f2cd'}",[],23.0,,212,Active,#shedeursanders-NFL-CLE-12,74,18479.0,0.0,shedeursanders,nfl,,206.0,,12524,1756241409550.0,Trinity Christian (TX),,,,,QB,Shedeur Sanders,CLE,,Colorado,,2.0,,sanders,,QB,270e09bc-8bf8-44b0-87ed-1fd014de4ab7,,['QB'],
,Burke,,,18833.0,,,Matt,False,,12153.0,0.0,,matt,,[],,,,Inactive,#mattburke-NFL-FA-0,,,0.0,mattburke,nfl,,9999999.0,,3996,,,,,,,,Matt Burke,,,,,,,burke,,,,,,
,Cooper,1991-12-18,,18489.0,,,Alex,False,,,64.0,,alex,,[],26.0,,300,Inactive,#alexcooper-NFL-FA-64,"6'4""",11351.0,0.0,alexcooper,nfl,,9999999.0,,3689,,,,,,29701.0,C,Alex Cooper,,,Houston,,3.0,,cooper,,C,,,['OL'],
,Zuttah,1986-06-01,,127.0,,,Jeremy,False,,4836.0,64.0,,jeremy,,[],34.0,,300,Inactive,#jeremyzuttah-NFL-FA-64,"6'4""",5809.0,12.0,jeremyzuttah,nfl,,9999999.0,,2,,Stevens (NJ),,,,8860.0,C,Jeremy Zuttah,,,Rutgers,11317.0,,,zuttah,,,fcaa51ea-0923-4afc-a7cf-22e47a14acf4,,['OL'],
,Thompson,1996-01-11,895FFC335818,20963.0,, 00-0035164,Cody,True,,,83.0,,cody,"{'channel_id': '1113708727258607616', 'rookie_year': '2019'}",[],29.0,,205,Active,#codythompson-NFL-FA-83,74,13490.0,6.0,codythompson,nfl,,700.0,,6171,1754959513568.0,Huron (OH),,833514.0,833514.0,32367.0,WR,Cody Thompson,,,Toledo,3126115.0,,,thompson,,,16da963d-a300-4d72-8e4d-7771196c03e9,,['WR'],
,Williams,,FC8E52728A8DEA0C,,,,Jordan,True,,,62.0,,jordan,"{'channel_id': '1222666598658088960', 'rookie_year': '2025'}",[],,,315,Active,#jordanwilliams-NFL-FA-62,78,,0.0,jordanwilliams,nfl,,9999999.0,,12881,,Gainesville (GA)  ,,,,,OL,Jordan Williams,,,Georgia Tech,,,,williams,,,6e9b2c60-2467-11f0-a73a-03ec138aa995,,['OL'],
