depth_chart_position,hashtag,years_exp,birth_city,sport,full_name,practice_description,yahoo_id,team_abbr,active,pandascore_id,metadata,depth_chart_order,college,search_rank,player_id,practice_participation,first_name,search_last_name,espn_id,status,swish_id,birth_date,opta_id,injury_status,gsis_id,birth_state,sportradar_id,height,injury_notes,oddsjam_id,search_full_name,stats_id,age,high_school,team_changed_at,birth_country,last_name,rotowire_id,number,fantasy_positions,weight,injury_body_part,injury_start_date,position,search_first_name,fantasy_data_id,team,rotoworld_id,competitions,news_updated
,#kalifjackson-NFL-MIA-60,1.0,,nfl,Kalif Jackson,,,,True,,"{'channel_id': '1116853464794660864', 'rookie_year': '2021'}",,Grambling State,,8088,,Kalif,jackson,,Active,,,,,,,144b61dd-de7c-4433-a3dc-606dbaa8e897,77,,,kalifjackson,,,Fletcher (FL),,,Jackson,15788.0,60.0,['TE'],255,,,TE,kalif,,MIA,,[],
,#erleladson-NFL-FA-69,1.0,,nfl,Erle Ladson,,28212.0,,False,,,,Delaware,9999999.0,2035,,Erle,ladson,,Inactive,,1991-11-27,,,,,b97c2a96-2ac6-45e8-9518-2fd3f40da0dd,"6'6""",,,erleladson,,26.0,,,,Ladson,10796.0,69.0,['OL'],346,,,OT,erle,16322.0,,,[],
,#mikemunchak-NFL-FA-0,0.0,,nfl,Mike Munchak,,,,True,,{'channel_id': '1116853033964142592'},,,9999999.0,4871,,Mike,munchak,,Inactive,,,,,,,,,,,mikemunchak,,,,,,Munchak,,0.0,,,,,,mike,19772.0,,8365.0,[],
,#aldrickrobinson-NFL-FA-8,11.0,,nfl,Aldrick Robinson,,24965.0,,False,,,,Southern Methodist,9999999.0,919,,Aldrick,robinson,14164.0,Inactive,,1988-09-24,,,00-0028116,,b030b668-0f41-484f-8e94-9fc576b8af63,70,,,aldrickrobinson,401659.0,33.0,Waxahachie (TX),,,Robinson,7399.0,8.0,['WR'],187,,,WR,aldrick,13171.0,,6685.0,[],1567196755092.0
,#alanbonner-NFL-FA-16,3.0,,nfl,Alan Bonner,,26818.0,,False,,,,Jacksonville State - AL,9999999.0,1424,,Alan,bonner,16003.0,Inactive,,1990-11-05,,,,,d2a7d37d-045a-4086-bbee-48d2cfb43a19,"5'10""",,,alanbonner,513592.0,26.0,,,,Bonner,,16.0,['WR'],193,,,WR,alan,14984.0,,,[],
,#jonathangaribay-NFL-FA-0,1.0,,nfl,Jonathan Garibay,,,,True,,"{'channel_id': '1116853533618995200', 'years_exp_shift': '1'}",,Texas Tech,378.0,8812,,Jonathan,garibay,,Active,1178301.0,,,,,,f68c76d0-d314-11ec-8b77-45b1765fd110,71,,,jonathangaribay,,,Rubidoux (CA),,,Garibay,15856.0,0.0,['K'],217,,,K,jonathan,,,,[],1660068632494.0
,#kurtbenkert-NFL-FA-14,4.0,,nfl,Kurt Benkert,,31336.0,,True,,{'channel_id': '1116853060774133760'},,Virginia,448.0,5142,,Kurt,benkert,3040535.0,Active,728991.0,1995-07-17,,,00-0034131,,bd684ac3-89d5-4b6b-84df-2a4a9b04cae1,75,,,kurtbenkert,728991.0,27.0,Cape Coral (FL),,,Benkert,12819.0,14.0,['QB'],218,,,QB,kurt,20089.0,,,[],1668536411456.0
,#caysoncollins-NFL-FA-53,4.0,,nfl,Cayson Collins,,31533.0,,True,,{'channel_id': '1116853143674552320'},,North Carolina,9999999.0,5682,,Cayson,collins,3116695.0,Active,,1995-11-10,,,00-0034444,,af606d16-92a5-474f-8674-0bcd440a76c2,73,,,caysoncollins,,26.0,Berry Academy,,,Collins,13262.0,53.0,['LB'],230,,,OLB,cayson,20609.0,,,[],1546449623212.0
,#kenjonbarner-NFL-FA-38,9.0,,nfl,Kenjon Barner,,26805.0,,True,,{'channel_id': '1116852744448114688'},,Oregon,421.0,1546,,Kenjon,barner,15921.0,Inactive,459193.0,1989-04-28,,,00-0030465,,5ec072b3-2837-4cf1-bb4f-ecd873949626,69,,,kenjonbarner,459193.0,33.0,Notre Dame (CA),,,Barner,8762.0,38.0,['RB'],195,,,RB,kenjon,15185.0,,8456.0,[],1670975421639.0
OL,#treysmith-NFL-KC-65,4.0,,nfl,Trey Smith,,,,True,,"{'channel_id': '1113708748368539648', 'rookie_year': '2021'}",,Tennessee,9999999.0,7777,,Trey,smith,,Active,975332.0,1999-06-16,,,,,382bf27a-8afb-4ffe-b7b8-9a960b98049a,78,,332E13444325,treysmith,,26.0,University (TN),,,Smith,15438.0,65.0,"['OG', 'OL']",321,,,OL,trey,,KC,,[],1752602431158.0
,#owenwright-NFL-FA-49,2.0,,nfl,Owen Wright,,,,True,,"{'channel_id': '1113708868099141632', 'rookie_year': '2023'}",,Monmouth,659.0,11384,,Owen,wright,,Active,1049797.0,1999-02-28,,,,,53cbf000-f01f-11ed-97df-a94b89ac5704,69,,86133B005805,owenwright,,26.0,Georgetown Prep (MD),,,Wright,17324.0,49.0,['RB'],217,,,RB,owen,,,,[],1756056648199.0
,#chrischester-NFL-FA-65,14.0,,nfl,Chris Chester,,7805.0,,False,,,,Oklahoma,9999999.0,38,,Chris,chester,9642.0,Inactive,,1983-01-12,,,,,a25feaa2-93f5-4236-9d07-696b371af3d6,"6'3""",,,chrischester,,37.0,Tustin (CA),,,Chester,5025.0,65.0,['OL'],303,,,G,chris,1066.0,,3702.0,[],
,#gregorytoler-NFL-FA-20,11.0,,nfl,Gregory Toler,,9395.0,,False,,,,"St. Paul's, Va.",9999999.0,475,,Gregory,toler,12738.0,Inactive,,1985-01-02,,,,,198fedeb-2269-4978-aafb-ca38f74fc730,"6'0""",,,gregorytoler,,35.0,Northwestern (MD),,,Toler,6177.0,20.0,['DB'],190,,,CB,gregory,9782.0,,,[],
,#greedyvance-NFL-LV-41,0.0,,nfl,Greedy Vance,,,,True,,"{'channel_id': '1223089408287178752', 'rookie_year': '2025'}",,USC,696.0,13019,,Greedy,vance,,Active,,,,,,,e2d06080-254a-11f0-bf93-999a1fb5633c,69,,1011CB86342679A6,greedyvance,,,Edna Karr (LA),,,Vance,19158.0,41.0,['DB'],177,,,CB,greedy,,LV,,[],
,#richardash-NFL-FA-93,5.0,,nfl,Richard Ash,,29028.0,,False,,,,Western Michigan,9999999.0,2741,,Richard,ash,2515345.0,Injured Reserve,,1992-08-04,,,,,c139df97-e5f9-4542-a7f3-c8cbb5135931,"6'3""",,,richardash,558646.0,28.0,Pahokee (FL),,,Ash,10732.0,93.0,['DL'],333,,,DT,richard,17209.0,,,[],1535220921050.0
,#devantedowns-NFL-FA-0,4.0,,nfl,Devante Downs,,31195.0,,True,,{'channel_id': '1116853088947273728'},,California,1400.0,5337,,Devante,downs,3122593.0,Active,820634.0,1995-10-18,,,00-0034167,,6bf775cf-391f-4455-ba0f-264af0803ea8,74,,,devantedowns,820634.0,26.0,Mountlake Terrace (WA),,,Downs,13004.0,0.0,['LB'],252,,,LB,devante,20036.0,,,[],1630431650341.0
,#jeredbell-NFL-FA-40,0.0,,nfl,Jered Bell,,29763.0,,False,,,,Colorado,9999999.0,3791,,Jered,bell,2511318.0,Inactive,,1992-01-19,,,,,,"6'1""",,,jeredbell,,26.0,,,,Bell,11550.0,40.0,['DB'],205,,,S,jered,18605.0,,,[],
,#kuonydeng-NFL-FA-46,2.0,,nfl,Kuony Deng,,,,True,,"{'channel_id': '1116853511783448576', 'years_exp_shift': '1'}",,California,9999999.0,8657,,Kuony,deng,,Active,920146.0,1998-08-17,,,,,6dfc0020-cc7e-11ec-8d55-87af3a9174bd,78,,,kuonydeng,,25.0,John Champe (VA),,,Deng,16491.0,46.0,['LB'],240,,,LB,kuony,,,,[],
RCB,#joshuawilliams-NFL-KC-2,3.0,,nfl,Joshua Williams,,,,True,,"{'channel_id': '1113708751996612608', 'rookie_year': '2022'}",2.0,Fayetteville State,9999999.0,8470,,Joshua,williams,,Active,1383037.0,1999-10-17,,,,,be77723f-3d5a-47aa-9949-433993879a6f,75,,8155697B7C12,joshuawilliams,,25.0,Jack Britt (NC),,,Williams,16075.0,2.0,['DB'],193,,,CB,joshua,,KC,,[],1739496614019.0
,#aaronlacombe-NFL-FA-0,4.0,,nfl,Aaron Lacombe,,31768.0,,True,,{'channel_id': '1116853160997027840'},,California Lutheran,9999999.0,5772,,Aaron,lacombe,3056458.0,Inactive,,1995-04-06,,,,,0d484e6b-f3ba-4cc2-84d6-6034dd1ae509,75,,,aaronlacombe,748659.0,26.0,Crespi Carmelite,,,Lacombe,,0.0,['WR'],205,,,WR,aaron,20678.0,,,[],
,#philliphunt-NFL-FA-97,11.0,,nfl,Phillip Hunt,,24785.0,,False,,,,Houston,9999999.0,1010,,Phillip,hunt,12989.0,Inactive,,1986-01-10,,,,,bb749a3c-2147-4dc5-a864-0b26b87b018e,"6'1""",,,philliphunt,,34.0,Dunbar (TX),,,Hunt,7876.0,97.0,"['DL', 'LB']",258,,,DE,phillip,13608.0,,,[],
,#michaelroberts-NFL-FA-89,5.0,,nfl,Michael Roberts,,30240.0,,False,,,,Toledo,1177.0,4164,,Michael,roberts,3059945.0,Inactive,,1994-05-07,,,00-0033559,,bb9f0c5a-cbc2-43bb-9aa5-77cdc7e77bb6,77,,,michaelroberts,749874.0,27.0,Benedictine (OH),,,Roberts,11896.0,89.0,['TE'],265,,,TE,michael,19010.0,,12354.0,[],1595893529525.0
,#jimmylandes-NFL-FA-42,6.0,,nfl,Jimmy Landes,,29444.0,,True,,{'channel_id': '1116852855270014976'},,Baylor,9999999.0,3365,,Jimmy,landes,2578774.0,Active,,1992-08-13,,,,,0d5ff7a9-b7b5-40d4-affb-8f7cdd9cc786,74,,,jimmylandes,,29.0,Lee (TX),,,Landes,11100.0,42.0,['LS'],250,,,LS,jimmy,18126.0,,11494.0,[],
,#anthonyjohnson-NFL-FA-83,3.0,,nfl,Anthony Johnson,,32482.0,,True,,{'channel_id': '1116853177761660928'},,Buffalo,9999999.0,5929,,Anthony,johnson,4049301.0,Active,945145.0,1995-01-29,,, 00-0035474,,e0dc9dce-fe33-4092-b6bd-6af3cbcb762e,74,,,anthonyjohnson,,26.0,South Pointe (SC),,,Johnson,13788.0,83.0,['WR'],210,,,WR,anthony,20830.0,,,[],1630194058844.0
,#ryannall-NFL-FA-35,4.0,,nfl,Ryan Nall,,31662.0,,True,,{'channel_id': '1116853063961804800'},,Oregon State,657.0,5163,,Ryan,nall,3127335.0,Inactive,838156.0,1995-12-27,,,00-0034597,,02880089-ccba-44f0-9d6c-fe6f12d15e5b,74,,,ryannall,838156.0,26.0,Central Catholic (OR),,,Nall,12513.0,35.0,['RB'],232,,,RB,ryan,20106.0,,,[],1717462833007.0
,#ervinphilips-NFL-FA-3,0.0,,nfl,Ervin Philips,,,,False,,{'override_active': 'false'},,None,9999999.0,5216,,Ervin,philips,3123996.0,Inactive,,,,NA,,,,"5'11""",,,ervinphilips,,,,,,Philips,,3.0,['WR'],181,,,WR,ervin,20187.0,,,[],
,#kiyhester-NFL-FA-0,0.0,,nfl,Kiy Hester,,,,False,,,,Rutgers,9999999.0,6095,,Kiy,hester,,Inactive,,,,,,,,"5'11""",,,kiyhester,,,,,,Hester,,0.0,['DB'],205,,,S,kiy,20800.0,,,[],
,#alonzohighsmith-NFL-FA-45,1.0,,nfl,Alonzo Highsmith,,,,False,,,,Arkansas,9999999.0,1647,,Alonzo,highsmith,16384.0,Inactive,,1989-11-21,,,,,88485203-5fa8-428f-972d-a8a2841957b2,"6'0""",,,alonzohighsmith,,27.0,,,,Highsmith,,45.0,['LB'],234,,,ILB,alonzo,15390.0,,,[],
,#duplicateplayer-NFL-FA,,,nfl,Duplicate Player,,,,False,,{'name': 'Reggie Roberson '},,,,8534,,Duplicate,player,,,,,,,,,,,,,duplicateplayer,,,,,,Player,,,,,,,,duplicate,,,,[],
RWR,#bryceoliver-NFL-TEN-80,1.0,,nfl,Bryce Oliver,,,,True,,"{'channel_id': '1113708835849138176', 'rookie_year': '2024'}",6.0,Youngstown State,691.0,11959,,Bryce,oliver,,Active,1113398.0,2000-05-19,,,,,e88c3c70-06fa-11ef-92ba-0de371d8ef1a,73,,870623DD84C4,bryceoliver,,25.0,Dillard (FL),,,Oliver,18302.0,80.0,['WR'],214,,,WR,bryce,,TEN,,[],1736750759189.0
,#nickmangold-NFL-FA-74,14.0,,nfl,Nick Mangold,,7778.0,,False,,,,Ohio State,9999999.0,73,,Nick,mangold,9615.0,Inactive,,1984-01-13,,,,,64419234-82af-49fb-9c7a-098388e745b3,"6'4""",,,nickmangold,,36.0,Archbishop Alter (OH),,,Mangold,5006.0,74.0,['OL'],307,,,C,nick,2074.0,,3647.0,[],1523971801462.0
,#tyshunrender-NFL-FA-0,2.0,,nfl,Tyshun Render,,33243.0,,True,,{'channel_id': '1116853374403215360'},,Middle Tennessee,1985.0,7356,,Tyshun,render,3914456.0,Active,866655.0,1997-03-28,,,,,160934d8-6fac-4a5f-8121-d8bca301d1b4,76,,,tyshunrender,,24.0,Westlake (GA),,,Render,15029.0,0.0,['DL'],256,,,DE,tyshun,22344.0,,,[],1609435217876.0
TE,#johnstephens-NFL-DAL-49,2.0,,nfl,John Stephens,,,,True,,"{'channel_id': '1113708853830119424', 'rookie_year': '2023'}",5.0,Louisiana,628.0,11511,,John,stephens,,Inactive,1113487.0,1999-09-23,,IR,,,6ee21b90-f672-11ed-84b9-4745dec76369,77,,7C1D5177ABBB,johnstephens,,25.0,Logansport (LA),,,Stephens,17588.0,49.0,['TE'],221,Undisclosed,,TE,john,,DAL,,[],1756425921706.0
,#ronstone-NFL-FA,1.0,,nfl,Ron Stone,,,,True,,"{'channel_id': '1113708774406778880', 'rookie_year': '2024'}",,Washington State,9999999.0,11884,,Ron,stone,,Active,1129862.0,2000-05-26,,,,,f80d0110-0502-11ef-9aef-75dfbf4f41c2,75,,2D4D3337D412,ronstone,,24.0,Valley Christian (CA),,,Stone,18146.0,,['DL'],247,,,DE,ron,,,,[],1755573035333.0
,#dashaunmallory-NFL-FA-69,1.0,,nfl,Dashaun Mallory,,,,True,,"{'channel_id': '1113708762482372608', 'rookie_year': '2024'}",,Arizona State,9999999.0,12409,,Dashaun,mallory,,Active,1126847.0,1999-10-10,,,,,42ec6d50-113e-11ef-b82a-a36c8fb0334d,73,,77C6A9CE0F8F,dashaunmallory,,25.0,Bolingbrook (IL),,,Mallory,18374.0,69.0,['DL'],275,,,DT,dashaun,,,,[],1726689355989.0
DB,#seanmurphybunting-NFL-ARI-23,6.0,,nfl,Sean Murphy-Bunting,,31871.0,,True,,"{'channel_id': '1113708850277543936', 'rookie_year': '2019'}",,Central Michigan,9999999.0,6060,,Sean,murphybunting,3932886.0,Active,885764.0,1997-06-19,,PUP, 00-0035239,,f84bf885-d6ff-4fc8-8b6e-64bb3bceb17d,72,,E7D1D6EE1952,seanmurphybunting,,28.0,Chippewa Valley (MI),,,Murphy-Bunting,13648.0,23.0,['DB'],195,Undisclosed,,CB,sean,21050.0,ARI,,[],1748458516831.0
,#darriussims-NFL-FA-47,5.0,,nfl,Darrius Sims,,30945.0,,True,,{'channel_id': '1116853029581094912'},,Vanderbilt,9999999.0,4835,,Darrius,sims,3051759.0,Active,,1994-10-26,,,,,75bc7279-3d6b-4a55-9bcb-ebfeedea0b63,69,,,darriussims,,27.0,Whitehaven,,,Sims,,47.0,['RB'],191,,,RB,darrius,19738.0,,,[],
,#frankdarby-NFL-FA-3,3.0,,nfl,Frank Darby,,,,True,,"{'channel_id': '1116853402735738880', 'rookie_year': '2021'}",,Arizona State,440.0,7530,,Frank,darby,,Active,919285.0,1997-09-08,,,,,52f8f4a4-3d70-4d43-9a3d-9f7356033f2f,73,,ACB7751F17E9,frankdarby,,26.0,Lincoln (NJ),,,Darby,15465.0,3.0,['WR'],200,,,WR,frank,,,,[],1755041446830.0
LILB,#dariusmuasau-NFL-NYG-53,1.0,,nfl,Darius Muasau,,,,True,,"{'channel_id': '1113708677778403328', 'rookie_year': '2024'}",2.0,UCLA,9999999.0,11807,,Darius,muasau,,Active,1178068.0,2001-02-10,,,,,9ed90b2b-c650-41c0-9cee-2fbd8fc95546,72,,6BFCEA1C9801,dariusmuasau,,24.0,Mililani (HI),,,Muasau,17868.0,53.0,['LB'],234,,,LB,darius,,NYG,,[],1753748419147.0
,#collinschlee-NFL-FA,0.0,,nfl,Collin Schlee,,,,True,,"{'channel_id': '1223482002229968896', 'rookie_year': '0'}",,Virginia Tech,9999999.0,13119,,Collin,schlee,,Active,,2001-05-30,,,,,74f0d420-2629-11f0-8e76-75173603aaa7,75,,1FA626C27BFFC8A3,collinschlee,,24.0,Oakdale (MD),,,Schlee,,,['QB'],225,,,QB,collin,,,,[],
,#moricenorris-NFL-FA-26,1.0,,nfl,Morice Norris,,,,True,,"{'channel_id': '1113708814198140929', 'rookie_year': '2024'}",,Fresno State,659.0,12160,,Morice,norris,,Active,1327316.0,2000-09-27,,Questionable,,,b1212770-07c0-11ef-ba3a-83e795e0f126,71,,E09A020B92E6,moricenorris,,24.0,Sanger (CA),,,Norris,18340.0,26.0,['DB'],208,Neck,,DB,morice,,,,[],1754993418273.0
,#masongentry-NFL-FA-79,4.0,,nfl,Mason Gentry,,31581.0,,True,,{'channel_id': '1116853133415284736'},,Southern Methodist,9999999.0,5621,,Mason,gentry,3040102.0,Active,,1994-02-24,,,00-0034627,,e9a3dcf7-e5ba-4f4b-85a4-7a46b901d8b4,78,,,masongentry,,27.0,Plano West,,,Gentry,13259.0,79.0,"['DL', 'OL']",300,,,G,mason,20062.0,,,[],
,#lynnbowden-NFL-FA-5,4.0,,nfl,Lynn Bowden,,32750.0,,True,,"{'channel_id': '1116853314055569408', 'rookie_year': '2020'}",,Kentucky,9999999.0,6909,,Lynn,bowden,4259979.0,Active,1071826.0,1997-10-14,,,,,bd783f2e-b931-4d3e-ab71-60fa1431f598,73,,D70524C44D1F,lynnbowden,,26.0,Warren G. Harding (OH),,,Bowden,14460.0,5.0,['WR'],204,,,WR,lynn,21743.0,,,[],1710364558204.0
,#antoniophillips-NFL-FA-0,1.0,,nfl,Antonio Phillips,,,,True,,{'channel_id': '1116853446884982784'},,Ball State,9999999.0,7986,,Antonio,phillips,,Active,1058707.0,1998-12-09,,,,,b47423b5-2f13-4f95-a8c8-6a80436d11e9,72,,,antoniophillips,,23.0,Kirkwood (MO),,,Phillips,15643.0,0.0,['DB'],191,,,CB,antonio,,,,[],
OL,#tevenjenkins-NFL-CLE-74,4.0,,nfl,Teven Jenkins,,,,True,,"{'channel_id': '1113708761341521920', 'rookie_year': '2021'}",,Oklahoma State,9999999.0,7663,,Teven,jenkins,,Active,923111.0,1998-03-03,,,,,2f995e2b-1e30-4cff-809d-68c0366dda3a,78,,7E6F699B2367,tevenjenkins,,27.0,Topeka (KS),,,Jenkins,15551.0,74.0,"['OL', 'OT']",321,,,OL,teven,,CLE,,[],1742588436449.0
,#bradleynorthnagel-NFL-FA-0,4.0,,nfl,Bradley Northnagel,,30963.0,,True,,{'channel_id': '1116853034362601472'},,California,9999999.0,4876,,Bradley,northnagel,,Active,,1994-01-29,,,,,68b9cbf0-105a-4a80-ac2b-2049fb3cdabf,75,,,bradleynorthnagel,,27.0,Junipero Serra,,,Northnagel,12542.0,0.0,['LS'],245,,,LS,bradley,19778.0,,,[],
,#mohamedkamara-NFL-TB-59,1.0,,nfl,Mohamed Kamara,,,,True,,"{'channel_id': '1113708737937305600', 'rookie_year': '2024'}",,Colorado State,9999999.0,11754,,Mohamed,kamara,,Active,1165385.0,1999-05-29,,,,,7bd0810c-c806-43b1-a793-9cd9cb33c546,73,,932BAA6DC8B7,mohamedkamara,,26.0,Central (NJ),,,Kamara,17812.0,59.0,['DL'],253,,,DL,mohamed,,TB,,[],1754604630933.0
,#keivaraerussell-NFL-FA-35,6.0,,nfl,KeiVarae Russell,,29308.0,,True,,{'channel_id': '1116852841206513664'},,Notre Dame,9999999.0,3243,,KeiVarae,russell,2980150.0,Active,697481.0,1993-10-19,,,00-0033091,,771d19bc-f5e2-4a25-8553-4ad3c341c1c9,71,,,keivaraerussell,697481.0,28.0,Mariner (WA),,,Russell,11166.0,35.0,['DB'],194,,,DB,keivarae,18004.0,,11398.0,[],1651615811929.0
,#jasonjohnson-NFL-FA,1.0,,nfl,Jason Johnson,,,,True,,"{'channel_id': '1113708851221262336', 'rookie_year': '2024'}",,UCF,9999999.0,12084,,Jason,johnson,,Active,1173677.0,2001-06-01,,,,,232d34f0-072e-11ef-9c5d-730609262bef,73,,DBC1579E49D2,jasonjohnson,,23.0,Rich Central (IL),,,Johnson,18245.0,,['LB'],228,,,LB,jason,,,,[],
,#travisclayton-NFL-BUF-67,1.0,,nfl,Travis Clayton,,,,True,,"{'channel_id': '1113708759974178816', 'rookie_year': '2024'}",,,9999999.0,11824,,Travis,clayton,,Active,1509722.0,2001-02-17,,,,,eb8cec5d-d9e8-4f0f-b15d-43a5a09df0ce,79,,AEF791AA9E80,travisclayton,,24.0,,,,Clayton,18075.0,67.0,['OT'],301,,,OT,travis,,BUF,,[],1749186340106.0
LOLB,#derickhall-NFL-SEA-58,2.0,,nfl,Derick Hall,,,,True,,"{'channel_id': '1113708722359660544', 'rookie_year': '2023'}",2.0,Auburn,9999999.0,10911,,Derick,hall,,Active,1161910.0,2001-03-19,,,,,57b847dd-7af4-4d16-b934-641ab9b5911b,75,,E1913378A8DF,derickhall,,24.0,Gulfport (MS),,,Hall,16923.0,58.0,['DL'],254,,,DE,derick,,SEA,,[],1753759219041.0
,#williamhayes-NFL-FA-95,14.0,,nfl,William Hayes,,8880.0,,False,,,,Winston-Salem,9999999.0,139,,William,hayes,11337.0,Inactive,,1985-05-02,,,00-0026243,,a2eccf1c-8a74-48c1-8c22-81083df05274,75,,,williamhayes,330171.0,36.0,Andrews (NC),,,Hayes,5869.0,95.0,['DL'],278,,,DE,william,3808.0,,4872.0,[],1537922403031.0
,#trevonmason-NFL-FA-0,1.0,,nfl,Trevon Mason,,,,True,,"{'channel_id': '1116853545681813504', 'years_exp_shift': '1'}",,Arizona,9999999.0,8894,,Trevon,mason,,Active,1179446.0,,,,,,bcbe7f60-d54a-11ec-863e-d1768bcc6616,78,,,trevonmason,,,Sam Houston (TX),,,Mason,16592.0,0.0,['DL'],305,,,DT,trevon,,,,[],
,#allangeorge-NFL-FA-25,3.0,,nfl,Allan George,,,,True,,"{'channel_id': '1113708808665853952', 'rookie_year': '2022'}",,Vanderbilt,9999999.0,8788,,Allan,george,,Active,1054910.0,1999-07-16,,,,,edf01bd0-d2f1-11ec-96a0-c3471a31202c,73,,96BECBA807CD,allangeorge,,26.0,Andalusia (AL),,,George,16514.0,25.0,['DB'],195,,,CB,allan,,,,[],1755074150640.0
RCB,#ethanbonner-NFL-MIA-27,2.0,,nfl,Ethan Bonner,,,,True,,"{'channel_id': '1113708737685647360', 'rookie_year': '2023'}",2.0,Stanford,695.0,11391,,Ethan,bonner,,Active,1123490.0,1999-10-23,,Questionable,,,710867f0-f0d5-11ed-ba38-4fd3e2dc256a,73,,01AD90F84B8B,ethanbonner,,25.0,The Woodlands (TX),,,Bonner,17564.0,27.0,['DB'],190,Hamstring,,CB,ethan,,MIA,,[],1755391216629.0
,#mikemccarthy-NFL-FA-0,0.0,,nfl,Mike McCarthy,,,,False,,{'override_active': 'false'},,,9999999.0,3079,,Mike,mccarthy,,Inactive,,,,,,,,,,,mikemccarthy,,,,,,McCarthy,,0.0,,,,,,mike,17827.0,,8346.0,[],1578333937599.0
LDE,#patoconnor-NFL-DET-95,8.0,,nfl,Pat O'Connor,,30363.0,,True,,"{'channel_id': '1116852940351471616', 'rookie_year': '2017'}",3.0,Eastern Michigan,9999999.0,4241,,Pat,oconnor,2980206.0,Active,694143.0,1993-11-01,,,00-0033595,,2157df58-ca82-46cd-9897-261a80060292,76,,78B08B9046E9,patoconnor,694143.0,31.0,St. Rita (IL),,,O'Connor,12223.0,95.0,"['DL', 'LB']",300,,,DE,pat,19087.0,DET,,[],1755389717119.0
,#kyleshanahan-NFL-FA-0,0.0,,nfl,Kyle Shanahan,,,,False,,{'override_active': 'false'},,,9999999.0,3977,,Kyle,shanahan,,Inactive,,,,,,,,,,,kyleshanahan,,,,,,Shanahan,,0.0,,,,,,kyle,18812.0,,9317.0,[],
,#domenikhixon-NFL-FA-87,8.0,,nfl,Domenik Hixon,,,,False,,,,Akron,9999999.0,65,,Domenik,hixon,,Inactive,,1984-10-08,,,,,,"6'2""",,,domenikhixon,,32.0,,,,Hixon,,87.0,['WR'],197,,,WR,domenik,1854.0,,,[],
,#marcusjohnson-NFL-FA-84,7.0,,nfl,Marcus Johnson,,29678.0,,True,,{'channel_id': '1116852864233242624'},,Texas,9999999.0,3445,,Marcus,johnson,2971718.0,Active,691348.0,1994-08-05,,,00-0032980,,fcfa9d4b-3e09-46ac-b4b6-77d70a5f304c,73,,,marcusjohnson,691348.0,28.0,Clear Springs (TX),,,Johnson,11534.0,84.0,['WR'],204,,,WR,marcus,18209.0,,,[],1675396517446.0
,#chykiebrown-NFL-FA-23,5.0,,nfl,Chykie Brown,,24951.0,,False,,,,Texas,9999999.0,820,,Chykie,brown,14113.0,Inactive,,1986-12-26,,,,,fd4c8de2-7566-4bfc-8ad6-4e22c634b286,"5'11""",,,chykiebrown,,32.0,,,,Brown,7621.0,23.0,['DB'],190,,,CB,chykie,12814.0,,,[],
,#jeromymiles-NFL-FA-36,6.0,,nfl,Jeromy Miles,,,,False,,,,Massachusetts,9999999.0,765,,Jeromy,miles,13756.0,Inactive,,1987-07-20,,,,,9e70c666-9371-4659-b075-2d52e303ef4a,"6'2""",,,jeromymiles,,30.0,,,,Miles,,36.0,['DB'],210,,,SS,jeromy,12519.0,,,[],
,#joshdoctson-NFL-FA-0,6.0,,nfl,Josh Doctson,,29256.0,,True,,{'channel_id': '1116852834550153216'},,TCU,9999999.0,3178,,Josh,doctson,2576019.0,Active,592413.0,1992-12-03,,,00-0032760,,c80914e5-5b9b-4ed8-a993-bcdf5f77f5f6,74,,,joshdoctson,592413.0,29.0,Mansfield Legacy (TX),,,Doctson,10852.0,0.0,['WR'],206,,,WR,josh,17939.0,,11289.0,[],1634092203869.0
,#billyshaeffer-NFL-FA,1.0,,nfl,Billy Shaeffer,,,,True,,"{'channel_id': '1113708727812255744', 'rookie_year': '2024'}",,Lafayette,9999999.0,12400,,Billy,shaeffer,,Active,,1999-09-01,,,,,26a35f60-1133-11ef-a3f4-fd44857ec70e,75,,,billyshaeffer,,25.0,Archbishop Wood (PA),,,Shaeffer,,,['LB'],232,,,LB,billy,,,,[],
,#makaripaige-NFL-FA-38,0.0,,nfl,Makari Paige,,,,True,,"{'channel_id': '1222711904242249728', 'rookie_year': '2025'}",,Michigan,9999999.0,12894,,Makari,paige,,Active,,2002-01-11,,,,,d7ee8af0-247a-11f0-a1a6-433496d7f7d4,76,,666A9CCCAE4913D4,makaripaige,,23.0,West Bloomfield (MI),,,Paige,19172.0,38.0,['DB'],208,,,DB,makari,,,,[],
LDT,#eddiegoldman-NFL-WAS-97,10.0,,nfl,Eddie Goldman,,28427.0,,True,,"{'channel_id': '1113708861396643840', 'rookie_year': '2015'}",2.0,Florida State,689.0,2344,,Eddie,goldman,2969924.0,Active,691519.0,1994-01-06,,,00-0031551,,881eb214-c981-46c0-a0cf-34023e773754,75,,4631A2398160,eddiegoldman,,31.0,Friendship Collegiate Academy (DC),,,Goldman,10067.0,97.0,['DL'],320,,,DT,eddie,16800.0,WAS,,[],1742142948550.0
